activity,album,artist,catalog,duration,genre,id,label,licenseurl,rating,style,totaldiscs,totaltracks,url,year
1.67,Calm & Collect Vol. 1,Anitek,?,1368,Electronic,Calm__Collect_Vol1-11991,Free Music Archive,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.22,Trip Hop,1,9,https://archive.org/details/Calm__Collect_Vol1-11991,2012
2.8,Christmas Freepack 2011,Camo & Krooked,?,1566,Electronic,CamoKrooked-FreeXmasEp2011freeDownloads,?,http://creativecommons.org/publicdomain/zero/1.0/,3.2,Dubstep,1,5,http://archive.org/details/CamoKrooked-FreeXmasEp2011freeDownloads,2011
1.25,Canções da Lua Nova,Alexandre Bateiras,?,2913,World,Canes_da_Lua_Nova-12576,Free Music Archive,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.92,"Folk, Instrumental",1,12,http://archive.org/details/Canes_da_Lua_Nova-12576,2012
2.0,Carmen Suite,"Sir Thomas Beecham, London Philharmonic Orchestra",?,1051,Classical,CarmenSuite,?,http://creativecommons.org/licenses/publicdomain/,2.75,Orchestral,1,4,http://www.archive.org/details/CarmenSuite,1939
2.0,Dead Horse,Charts and Maps,LC088,3389,Rock,ChartsAndMaps-DeadHorselostchildren088,Lost Children,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.86,Progressive Rock,1,7,http://www.archive.org/details/ChartsAndMaps-DeadHorselostchildren088,2011
1.29,Chillbasics Vol. 1 - Carving Mirages,Various Artists,CBASE003,5326,Electronic,ChillbasicsVol.1,Chillbasement,,2.29,"Ambient, Compilation",1,14,http://www.archive.org/details/ChillbasicsVol.1,2010
1.25,Chopin - Works for Piano,Vladimir DePachmann,?,2187,Classical,ChopinWorksForPiano,?,http://creativecommons.org/licenses/publicdomain/,2.5,Piano,1,8,http://www.archive.org/details/ChopinWorksForPiano,1920
0.5,Cities,Phopha,?,4098,Electronic,Cities-12756,Free Music Archive,http://creativecommons.org/licenses/by-nc-nd/3.0/,0.78,"Experimental, Ambient",1,18,http://archive.org/details/Cities-12756,2009
0.25,Crazy Compilation #4,Various Artists,cl-030,7905,Electronic,Cl-030VariousArtists-CrazyCompilation4,Crazy Language,http://creativecommons.org/licenses/by-nc-nd/3.0/de/,0.29,"Glitch, IDM, Experimental",1,24,http://archive.org/details/Cl-030VariousArtists-CrazyCompilation4,2009
0.34,Crazy Compilation #5,Various Artists,cl-035,8912,Electronic,Cl-035V.a.CrazyCompilation5,Crazy Language,http://creativecommons.org/licenses/by-nc-nd/3.0/de/,0.41,"Glitch, IDM, Dubstep, Experimental, Ambient",1,29,http://archive.org/details/Cl-035V.a.CrazyCompilation5,2010
1.3,Classical Sampler,Kevin MacLeod,?,3832,Classical,Classical_Sampler-9615,?,http://creativecommons.org/licenses/by/3.0/,2.5,"Orchestral, Piano",1,20,http://www.archive.org/details/Classical_Sampler-9615,2011
2.0,Banging It,Cloverleafs,fracaso001,919,Electronic,Cloverleafs_Banging_it__fracaso001,Fracaso,,2.0,House,1,2,http://archive.org/details/Cloverleafs_Banging_it__fracaso001,2010
1.8,Codes for Go,Various Artists,hrtph014,2566,Pop,CodesForGohrtph014,heartphone,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.4,Acoustic,1,15,http://www.archive.org/details/CodesForGohrtph014,2010
1.64,Cologne Commons 04,Various Artists,CC004,4469,Pop,CologneCommonsCompilation04-V.a,Cologne Commons,,2.79,Compilation,1,14,http://www.archive.org/details/CologneCommonsCompilation04-V.a,2010
1.0,Complex Silence 25,Jack Hertz,treetrunk222,3428,Electronic,Complex_Silence_25,Treetrunk,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.5,Ambient,1,4,http://archive.org/details/Complex_Silence_25,2012
2.4,Concrete Light,Lüger,?,1558,Rock,Concrete_Light-9470,?,http://freemusicarchive.org/FMA_License,3.4,Progressive Rock,1,5,http://archive.org/details/Concrete_Light-9470,2010
2.08,CRÃ“!,CRÃ“!,Bestiar/Ref.022,3364,Rock,Cr-Cr,Bestiar,http://creativecommons.org/licenses/by-nc/3.0/,2.92,Experimental,1,12,http://www.archive.org/details/Cr-Cr,2009
2.0,Creative Commons 4 the World - Part 2,Various Artists,?,445,Pop,CreativeCommons4TheWorld2010Pt2,Community Audio,http://creativecommons.org/licenses/by-nc-nd/3.0/,3.5,Compilation,1,2,http://archive.org/details/CreativeCommons4TheWorld2010Pt2,2010
1.82,Creative Commons 4 The World,Various Artists,?,11647,Pop,CreativeCommonsMusic4TheWorld2010,Community Audio,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.6,Compilation,1,57,https://archive.org/details/CreativeCommonsMusic4TheWorld2010,2010
1.54,all2gethernow Creative Commons Compilation 2010,Various Artists,?,3733,Pop,Creative_Commons_Compilation_2010-7428,Free Music Archive,http://creativecommons.org/licenses/by-nc-sa/3.0/,2.62,Compilation,1,13,http://archive.org/details/Creative_Commons_Compilation_2010-7428,2010
1.0,Ethereal Creature,Cryxuss,slnt038,1695,Electronic,Cryxuss-EtherealCreature,Silent Flow,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.4,Ambient,1,5,http://archive.org/details/Cryxuss-EtherealCreature,2012
0.0,Cuatro Covers,F.S. Blumm / Lucrecia Dalt,LBN009,968,Jazz,Cuatro_Covers-9167,La BÃ¨l,http://creativecommons.org/licenses/by-nc-nd/3.0/,0.0,"Experimental, Easy Listening",1,4,http://archive.org/details/Cuatro_Covers-9167,2011
1.19,Cyclic Bits: The Raymond Scott Variations,Various Artists,?,3132,Electronic,Cyclic_Bits_The_Raymond_Scott_Variations-5814,Free Music Archive,,0.88,Compilation,1,16,http://archive.org/details/Cyclic_Bits_The_Raymond_Scott_Variations-5814,2010
1.2,Business Card,Various Artists,DBR005,2271,Electronic,DBR005,Dirtybird Rex,http://creativecommons.org/licenses/by-nc/3.0/,1.5,Trip Hop,1,10,http://archive.org/details/DBR005,2007
1.36,Half Steps,Built From Sticks,DDW001,2199,Pop,DDW001,Duskdarter,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.36,"Acoustic, Folk",1,11,http://archive.org/details/DDW001,2012
2.0,San Fran Hip Hop,DJ Barney,?,5114,Hip Hop,DJBarneyMixSanFranHipHop,Sanity Unlimeted Recordings,,2.0,Mix,1,1,http://archive.org/details/DJBarneyMixSanFranHipHop,1994
2.0,Impressions,ThoTho,DWK016,1207,Hip Hop,DWK016,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.2,Instrumental,1,5,http://archive.org/details/DWK016,2008
1.83,Under Hypnosis,Groove Inc.,DWK017,1336,Electronic,DWK017,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.17,Trip Hop,1,6,http://www.archive.org/details/DWK017,2008
1.38,Dusted Beats (Volume 2),Various Artists,DWK018,3151,Hip Hop,DWK018,Dusted Wax Kingdom,,2.38,Instrumental,1,13,http://archive.org/details/DWK018,2008
1.4,In The Myth of Your First April,Throwing Snow,DWK019,1208,Electronic,DWK019,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.8,Downtempo,1,5,http://archive.org/details/DWK019,2008
1.0,Jazzamentals EP,Skipless,DWK025,1385,Hip Hop,DWK025,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.14,Instrumental,1,7,http://www.archive.org/details/DWK025,2008
1.57,A Sudden Soft Implosion of Noiselessness,Transient,DWK026,1811,Electronic,DWK026,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.43,Trip Hop,1,7,http://archive.org/details/DWK026,2008
1.25,Deltitnu EP,Aydio,DWK031,1234,Electronic,DWK031,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,3.25,Trip Hop,1,4,http://www.archive.org/details/DWK031,2009
1.44,Sawmill Gang Anthems,Bulimic Orgy,DWK034,1633,Hip Hop,DWK034,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.11,Instrumental,1,9,http://archive.org/details/DWK034,2009
1.56,Gone,Gone(x3),DWK037,2166,Electronic,DWK037,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.11,Trip Hop,1,9,http://archive.org/details/DWK037,2009
1.76,Rust Tree LP,Dj Racy A.J,DWK046,3660,Hip Hop,DWK046,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.41,Instrumental,1,17,http://archive.org/details/DWK046,2009
2.0,Moonlight EP,Feigin,DWK047,572,Hip Hop,DWK047,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.0,Instrumental,1,5,http://archive.org/details/DWK047,2010
1.86,spinachprince,Spinach Prince,DWK050,2740,Hip Hop,DWK050,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.29,Instrumental,1,14,http://archive.org/details/DWK050,2010
2.0,Jazzpolice EP,Rare & Cheese,DWK051,894,Jazz,DWK051,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.17,"Rap, Funk",1,6,http://www.archive.org/details/DWK051,2010
1.62,Protein Sound EP,Bears In The Attic,DWK052,1776,Hip Hop,DWK052,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.88,Instrumental,1,8,http://archive.org/details/DWK052,2010
0.9,The Nameless City,Third Person Lurkin (Marshall Artist),DWK066,2746,Electronic,DWK066,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,1.7,Trip Hop,1,10,http://archive.org/details/DWK066,2010
1.55,Late Night Headphones (Volume 1),Esbe,DWK069,4509,Electronic,DWK069,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,1.8,Trip Hop,1,20,http://archive.org/details/DWK069,2010
1.33,Pele's Tears EP,Aydio,DWK071,773,Electronic,DWK071,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,3.0,Trip Hop,1,3,http://www.archive.org/details/DWK071,2010
1.88,In Good Hands EP,"Mr. Moods, Tack-Fu",DWK076,1542,Hip Hop,DWK076,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.25,Instrumental,1,8,http://www.archive.org/details/DWK076,2011
1.64,Product of A Dying Breed,Tony Mahoney,DWK089,2809,Hip Hop,DWK089,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.45,Instrumental,1,11,http://www.archive.org/details/DWK089,2011
1.64,Smooth Season (LP),B_SIDE,DWK092,3275,Electronic,DWK092,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.73,Trip Hop,1,11,http://www.archive.org/details/DWK092,2011
2.0,Easy Listening EP,Dre70,DWK093,1253,Electronic,DWK093,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.4,Trip Hop,1,5,http://www.archive.org/details/DWK093,2011
2.0,Lessons From The Past (EP),Frenic,DWK100,1700,Hip Hop,DWK100,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.71,Instrumental,1,7,http://archive.org/details/DWK100,2011
2.0,Revolving Framework EP,EQual Beats,DWK104,912,Hip Hop,DWK104,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.17,Instrumental,1,6,https://archive.org/details/DWK104,2011
1.25,Core Abstractions - The Third Concept (Mixes),DJ Racy A.J (R.A.J),DWK105,2981,Hip Hop,DWK105,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,1.67,Instrumental,1,12,http://archive.org/details/DWK105,2011
0.8,Dusted Jazz Volume One,Jenova 7,DWK107,1194,Jazz,DWK107,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,0.8,Avantgarde,1,5,http://archive.org/details/DWK107,2011
1.71,None For The Crow (EP),dustmotes,DWK109,1770,Hip Hop,DWK109,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.14,Instrumental,1,7,http://www.archive.org/details/DWK109,2011
1.6,Bleak (EP),dFAD3R,DWK113,870,Hip Hop,DWK113,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.2,Instrumental,1,5,http://archive.org/details/DWK113,2011
1.93,A Room Without Mirrors (LP),Mizontiq,DWK116,3401,Hip Hop,DWK116,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.07,Instrumental,1,15,http://www.archive.org/details/DWK116,2012
1.25,Project Monarch,"Tab, Anitek",DWK117,2572,"Electronic, Hip Hop",DWK117,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.12,"Instrumental, Downtempo",1,16,http://archive.org/details/DWK117,2012
1.36,The Cloud Mirror (LP),Third Person Lurkin,DWK118,2614,Electronic,DWK118,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.0,Trip Hop,1,11,http://www.archive.org/details/DWK118,2012
0.24,Dusted Jazz Volume Two,Jenova 7,DWK119,3505,Hip Hop,DWK119,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,0.38,"Instrumental, Trip Hop, Acid Jazz",1,21,http://archive.org/details/DWK119,2012
2.0,Curses From Past Times (EP),ProleteR,DWK123,2905,Hip Hop,DWK123,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.75,"Instrumental, Rap",1,12,http://archive.org/details/DWK123,2012
1.75,Present And Correct (EP),Frenic,DWK125,1689,Hip Hop,DWK125,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.88,Instrumental,1,8,http://archive.org/details/DWK125,2012
1.73,Time Travellers (LP),Jenova 7 & Mr. Moods,DWK137,5043,Electronic,DWK137,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.36,Trip Hop,1,22,http://archive.org/details/DWK137,2012
1.0,"Listen, Love (EP)",Romo,DWK138,2148,Hip Hop,DWK138,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,0.92,Instrumental,1,12,http://archive.org/details/DWK138,2012
1.43,Eyecircles (EP),Soulslept,DWK139,1915,Electronic,DWK139,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.57,Trip Hop,1,7,http://archive.org/details/DWK139,2012
1.33,Rainy Days,Erik Jackson,DWK145,2359,Jazz,DWK145,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,1.58,Acid Jazz,1,12,http://archive.org/details/DWK145,2012
1.3,Earbuds Vol.1,Thegntlmn,DWK154,1484,Hip Hop,DWK154,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,1.5,Instrumental,1,10,http://archive.org/details/DWK154,2012
2.0,Lush Life (EP),Poldoore,DWK155,1274,Hip Hop,DWK155,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,3.0,Instrumental,1,7,http://archive.org/details/DWK155,2012
1.79,Reply From Space (EP),The Cancel,DWK156,1913,Electronic,DWK156,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.64,Trip Hop,1,14,http://archive.org/details/DWK156,2012
1.75,Dusted (EP),Chairman Maf,DWK161,1036,Electronic,DWK161,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.5,Trip Hop,1,4,http://archive.org/details/DWK161,2012
1.8,Daydream (EP),deeB,DWK163,2001,Electronic,DWK163,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.5,Trip Hop,1,10,https://archive.org/details/DWK163,2012
2.0,Wrapped In Sound (EP),Dayspired,DWK165,1248,Electronic,DWK165,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.4,"Easy Listening, Trip Hop",1,5,http://archive.org/details/DWK165,2012
2.0,Mongolia,Frenic,DWK168,843,Hip Hop,DWK168,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,3.0,"Instrumental, Exotic",1,4,http://archive.org/details/DWK168,2012
1.86,Play Your Joker (EP),Giyo,DWK172,1788,Electronic,DWK172,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.57,Trip Hop,1,7,http://archive.org/details/DWK172,2012
0.93,Tab & Anitek - The Freakout Tent,Anitek,DWK175,2237,Hip Hop,DWK175,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,1.13,Instrumental,1,15,http://archive.org/details/DWK175,2012
1.57,Cypher 8812,DJ Racy A.J,DWK178,5429,Hip Hop,DWK178,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,1.74,Instrumental,1,23,http://archive.org/details/DWK178,2012
2.0,My Space World (LP),Kognitif,DWK183,3737,Electronic,DWK183,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.75,Trip Hop,1,16,http://archive.org/details/DWK183,2012
1.4,Saraksh (EP),Radj,DWK186,834,Electronic,DWK186,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.2,Trip Hop,1,5,https://archive.org/details/DWK186,2012
1.38,Earbuds (Volume 2) (EP),Thegntlmn,DWK187,1332,Electronic,DWK187,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.5,Trip Hop,1,8,https://archive.org/details/DWK187,2012
1.9,Symphony Of Curves (EP),Transient,DWK196,1999,Electronic,DWK196,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.1,"Trip Hop, Lo-Fi",1,10,http://archive.org/details/DWK196,2013
0.75,Generals (LP),Inkliing,DWK199,2981,Electronic,DWK199,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,1.31,Trip Hop,1,16,http://archive.org/details/DWK199,2013
2.0,Lately (EP),Ogi Feel The Beat,DWK204,1199,Hip Hop,DWK204,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.43,Instrumental,1,7,https://archive.org/details/DWK204,2013
1.44,Thru Nature (EP),deeB,DWK208,1899,Hip Hop,DWK208,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.0,"Acid Jazz, Instrumental, Trip Hop",1,9,http://archive.org/details/DWK208,2013
1.08,First Movements (LP),Fredo,DWK209,2501,Electronic,DWK209,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,1.25,Trip Hop,1,12,http://archive.org/details/DWK209,2013
0.75,Horror Vacui (LP),Dustmotes,DWK210,4467,Electronic,DWK210,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,0.94,Trip Hop,1,16,http://archive.org/details/DWK210,2013
0.95,Lily (LP),Anitek,DWK211,3571,Electronic,DWK211,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,1.45,Trip Hop,1,20,http://archive.org/details/DWK211,2013
0.22,Mellow Morning,Derlee,DWK212,1821,Hip Hop,DWK212,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,0.22,Instrumental,1,9,http://archive.org/details/DWK212,2013
0.73,Tons Of Sky (LP),Giyo,DWK214,4726,Electronic,DWK214,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,1.53,Trip Hop,1,15,http://archive.org/details/DWK214,2013
0.54,Part Of A Dusted Breakfast (Volume 2) (LP),Groove Cereal,DWK216,2643,Hip Hop,DWK216,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,0.77,"Instrumental, Lo-Fi, Funk",1,13,http://archive.org/details/DWK216,2013
2.0,Nightwalker (Vol. 1) (LP),Boogie Belgique,DWK217,4620,Electronic,DWK217,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,3.07,"Trip Hop, Lo-Fi, Swing",1,15,https://archive.org/details/DWK217,2013
0.94,Subliminal Speech (LP),Skitzo Productions,DWK218,3669,Hip Hop,DWK218,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,1.0,Instrumental,1,16,http://archive.org/details/DWK218,2013
1.0,Down The Rabbit Hole (EP),Ribbonmouthrabbit,DWK219,1293,Hip Hop,DWK219,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,1.71,Trip Hop,1,7,http://archive.org/details/DWK219,2013
0.7,The Asian Wind (LP),King Shi,DWK220,2698,Hip Hop,DWK220,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,1.8,"Instrumental, Trip Hop",1,10,http://archive.org/details/DWK220,2013
1.6,"Chill The Fuck Out, I Got This (EP)",Skaj Da Waidah,DWK221,1056,Hip Hop,DWK221,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,3.0,Instrumental,1,5,http://archive.org/details/DWK221,2013
1.33,Temple Of Supremacy (LP),Mista 93,DWK223,4614,Hip Hop,DWK223,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,1.5,Instrumental,1,18,http://archive.org/details/DWK223,2013
0.33,Kolsky,Paiton,DWK225,1517,Electronic,DWK225,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,0.42,Trip Hop,1,12,http://archive.org/details/DWK225,2013
0.67,Feeding The Lions (EP),ProleteR,DWK226,1843,Hip Hop,DWK226,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,0.78,"Swing, Cut-up/DJ",1,9,http://archive.org/details/DWK226,2013
1.2,Curves (EP),Auditive Escape,DWK227,2190,Electronic,DWK227,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,1.6,Trip Hop,1,10,http://archive.org/details/DWK227,2013
0.25,Chase The Universe (EP),"Romo, SincJack",DWK228,1391,Hip Hop,DWK228,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,0.25,Instrumental,1,8,http://archive.org/details/DWK228,2013
1.2,Broken (EP),Kill Emil,DWK229,1190,Hip Hop,DWK229,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,1.8,Instrumental,1,5,http://archive.org/details/DWK229,2013
0.42,Abstrapped (LP),Sick Rat,DWK230,2812,Electronic,DWK230,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,0.5,"Trip Hop, Lo-Fi",0,12,http://archive.org/details/DWK230,2013
0.4,Alchemist (EP),Tammio,DWK231,1134,Electronic,DWK231,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,1.0,Trip Hop,1,5,http://archive.org/details/DWK231,2013
1.91,Beat Tape 1 (EP),BaaskaT,DWK232,1764,Electronic,DWK232,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.18,Trip Hop,1,11,http://archive.org/details/DWK232,2013
1.88,Buenos Aires Dream (EP),Darkside,DWK233,1494,Electronic,DWK233,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.12,Downtempo,1,8,http://archive.org/details/DWK233,2013
1.0,Profound (EP),Auditive Escape,DWK234,2379,Electronic,DWK234,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.8,"Downtempo, Trip Hop",1,10,http://archive.org/details/DWK234,2013
1.71,Undogmatism (LP),Undogmatic,DWK235,3220,Electronic,DWK235,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.24,Trip Hop,1,17,http://archive.org/details/DWK235,2013
0.4,The Nature Of Sounds (LP),Mr. Moods,DWK236,2346,Electronic,DWK236,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,0.4,"Trip Hop, Lo-Fi",1,10,http://archive.org/details/DWK236,2013
1.55,Dark Blue (LP),Tony Mahoney,DWK237,3776,Electronic,DWK237,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.6,"Trip Hop, Lo-Fi",1,20,http://archive.org/details/DWK237,2013
2.0,Phased Decade (EP),Afghan Connection,DWK238,1669,Electronic,DWK238,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.12,Trip Hop,1,8,http://archive.org/details/DWK238,2013
0.16,Sights & Sounds (2xLP),Tab & Anitek,DWK239,5717,Electronic,DWK239,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,0.32,Trip Hop,1,50,http://archive.org/details/DWK239,2013
1.74,The Unseen (LP),Vintage Beats,DWK240,2588,Hip Hop,DWK240,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.16,Instrumental,1,19,http://archive.org/details/DWK240,2013
1.44,Equinox (LP),Lost Soul Refuge,DWK241,2653,Electronic,DWK241,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.11,Trip Hop,1,9,http://archive.org/details/DWK241,2013
1.0,Light Finder (LP),Auditive Escape,DWK242,2274,Electronic,DWK242,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.6,Trip Hop,1,10,http://archive.org/details/DWK242,2013
1.87,Diggin In The Crates (LP),Jazz One,DWK243,3311,Hip Hop,DWK243,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.2,Instrumental,1,15,http://archive.org/details/DWK243,2013
2.0,Back To The Beat Tape (LP),Frenic,DWK244,2985,Hip Hop,DWK244,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.33,Instrumental,1,15,http://archive.org/details/DWK244,2013
1.18,Seeds (EP),Garaz,DWK245,2452,Electronic,DWK245,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,1.27,"Trip Hop, Lo-Fi",1,11,http://archive.org/details/DWK245,2013
2.0,The Most Epic Chillout Album Ever! (EP),Skaj Da Waidah,DWK246,812,Hip Hop,DWK246,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.8,Instrumental,1,5,http://archive.org/details/DWK246,2013
2.0,Wind Of Change (LP),Bruks Production,DWK247,1937,Hip Hop,DWK247,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.1,Instrumental,1,10,https://archive.org/details/DWK247,2013
0.38,Flashbacks (EP),Ogi Feel The Beat,DWK248,1716,Electronic,DWK248,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,0.62,Trip Hop,1,8,http://archive.org/details/DWK248,2013
1.86,"71, Trip In Six-Dimensional Spacetime (EP)",Noi2er,DWK249,2150,Electronic,DWK249_201312,Dusted Wax Kingdom,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.0,Trip Hop,1,7,https://archive.org/details/DWK249_201312,2013
2.0,The Unofficial Dancemixter Compilation - Vol. 3 - Chill House,S.C.Mixer (as DJ),?,2809,Electronic,DanceMixterVol3-ChillHouseSet,ccMixter,http://creativecommons.org/licenses/by-nc/3.0/,2.0,Mix,1,1,http://archive.org/details/DanceMixterVol3-ChillHouseSet,2007
2.17,The Unjazz,David Scott,at016,1004,Jazz,DavidScott_TheUnjazz,Acustronica,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.0,"Instrumental, Experimental",1,6,http://www.archive.org/details/DavidScott_TheUnjazz,2011
