activity,album,artist,catalog,duration,genre,id,label,licenseurl,rating,style,totaldiscs,totaltracks,url,year
0.0,The Wizard Of Oz,Francesco Lettera,DHS0037,1499,Electronic,The_Wizard_of_OZ-8194,Dharmasound,http://creativecommons.org/licenses/by-nc-nd/2.5/it/,0.0,"Modern Classical, Medieval, Experimental",1,6,http://archive.org/details/The_Wizard_of_OZ-8194,2007
0.33,The Little Guy In The Club,Florian Filsinger,poli058,1271,Electronic,Thelittleguyintheclub,Politicide,http://creativecommons.org/licenses/by-nc-nd/2.5/,0.67,"Ambient, Glitch",1,6,http://archive.org/details/Thelittleguyintheclub,2006
1.8,This Is Old,State Shirt,?,2343,Rock,This_Is_Old-6143,?,http://creativecommons.org/licenses/by-nc-sa/3.0/,2.8,Indie,1,10,http://www.archive.org/details/This_Is_Old-6143,2011
2.0,re:EP,Thuoom,thump308,1008,Electronic,Thuoom-Reep-thump308,Textural Healing,http://creativecommons.org/licenses/by-nd-nc/1.0/fi/,1.0,"Experimental, Noise",1,4,http://archive.org/details/Thuoom-Reep-thump308,2011
2.25,Ep 2008,Tinnitia,MTCAT049,1672,Rock,Tinnitia,Mastertoaster Recordings,,2.5,Hard Rock,1,4,http://www.archive.org/details/Tinnitia,2008
0.67,Erster Sampler,Various Artists,tkbnet05,2655,Electronic,Tkbnet05ErsterSampler-VariousArtists,Tonkultur Berlin,http://creativecommons.org/licenses/by-nc-nd/3.0/de/,0.67,"Techno, Compilation",1,6,http://archive.org/details/Tkbnet05ErsterSampler-VariousArtists,2008
0.0,Entre Paysages AmÃ©ricains EP,Paulice,tkbnet06,1572,Electronic,Tkbnet06,Tonkultur Berlin,http://creativecommons.org/licenses/by-nc-nd/3.0/de/,0.0,"Minimal, Tech House",1,4,http://archive.org/details/Tkbnet06,2009
2.0,Kontrastprogramm EP,"Blaque Unit, Mika Flanger",tkbnet23,2115,Electronic,Tkbnet23,Tonkultur Berlin,http://creativecommons.org/licenses/by-nc-nd/3.0/de/,2.17,Tech House,1,6,http://archive.org/details/Tkbnet23,2010
0.43,Non-stop edition,Transextasy feat.Strannik ,o2 label 03-008,4352,Electronic,TransextasyFeat.strannik,O2label,http://creativecommons.org/licenses/by-nc-nd/3.0/,0.71,"Easy Listening, Exotic",1,14,http://archive.org/details/TransextasyFeat.strannik,2013
1.5,In Treatment,Transmission 13,brhnet15,1439,Electronic,Transmission_13_-_In_Treatment,Breathe Compilations,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.5,Ambient,1,6,http://www.archive.org/details/Transmission_13_-_In_Treatment,2011
1.0,Trivialities,Entertainment For The Braindead,?,1083,World,Trivialities-8329,?,http://creativecommons.org/licenses/by-nc-sa/3.0/,2.6,Folk,1,5,http://archive.org/details/Trivialities-8329,2010
0.46,Tron Dust,Don Trust,wombnet15,2223,Funk / Soul,TronDust,Wombnet,http://creativecommons.org/licenses/by-nc-sa/3.0/,0.38,"Cut-up/DJ, Experimental",1,13,http://archive.org/details/TronDust,2012
0.0,Unclassified Accidents,Various Artists,SMV012,6894,Electronic,UnclassifiedAccidents,Spontan Musik,http://creativecommons.org/licenses/by-nc-sa/3.0/de/,0.0,"Broken Beat, Dubstep, Experimental, Ambient",1,22,http://archive.org/details/UnclassifiedAccidents,2009
2.0,Unconditional Acceleration,Nullsleep,8bp088,1145,Electronic,Unconditional_Acceleration-3889,8bitpeoples,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.0,Chiptune,1,5,http://archive.org/details/Unconditional_Acceleration-3889,2008
1.5,Pictures,Uniform Motion,aaahh.008,1999,Pop,UniformMotion-Picturesaaahh.008,aaahh records,http://creativecommons.org/licenses/by-nc/3.0/,2.75,Indie,1,8,http://www.archive.org/details/UniformMotion-Picturesaaahh.008,2010
0.0,Urban Man,Ethnomite Pux,P36-012,1058,Rock,UrbanMan,Pavillon36 Recordings,http://creativecommons.org/licenses/by-nc-sa/2.0/fr/,0.0,"Soul, Experimental",1,4,http://www.archive.org/details/UrbanMan,2009
0.0,VT25,Francky Ride,VT25,557,Electronic,VT25-Francky_Ride,Valiza Tools,http://creativecommons.org/licenses/by-nc-nd/3.0/,0.0,"Electro, Techno",1,2,http://archive.org/details/VT25-Francky_Ride,2007
2.0,VT31,Clearcom,VT31,1318,Electronic,VT31-Clearcom,Valiza Tools,http://creativecommons.org/licenses/by-nc-nd/2.0/fr/,2.33,"Minimal, Techno",1,3,http://archive.org/details/VT31-Clearcom,2008
2.25,+0 Lab Meets Subversive Media,Various Artists,+0 Lab 007,1535,Electronic,Va_0LabMeetsSubversiveMedia_0lab007,+0 Lab,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.25,Electro,1,4,http://archive.org/details/Va_0LabMeetsSubversiveMedia_0lab007,2008
1.8,NetLabel Coalition Volume 1,Various Artists,?,2734,Electronic,Various-NetlabelCoalitionVolume1,NetLabel Coalition,http://creativecommons.org/licenses/by-nc-sa/2.0/uk/,2.5,"Minimal, Compilation",1,10,http://archive.org/details/Various-NetlabelCoalitionVolume1,2010
1.8,Vulpiano Records Sampler EP Vol. 1,Various Artists,?,1910,Pop,VariousArtists-VulpianoRecordsSamplerEpVol.12010,Vulpiano,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.2,"Compilation, Experimental",1,10,http://archive.org/details/VariousArtists-VulpianoRecordsSamplerEpVol.12010,2010
1.8,Veilles EP,Furtherset,HWR022,1388,Electronic,Veilles_EP-12622,Homework Records,http://creativecommons.org/licenses/by-nc-nd/3.0/,1.8,"IDM, Experimental, Ambient",1,5,http://archive.org/details/Veilles_EP-12622,2012
1.0,Verletzte EP,Everlone,BadPanda151,1016,Electronic,Verletzte_EP_1470-12496,Bad Panda Records,http://creativecommons.org/licenses/by-nc-sa/3.0/,2.5,"Minimal, Techno",1,4,http://archive.org/details/Verletzte_EP_1470-12496,2012
1.0,1000 Miles Away,VidasM,IN001,270,Electronic,Vidasm1000MilesAway_593,Inanna Naked,http://creativecommons.org/licenses/by-nc-nd/3.0/,4.0,Ambient,1,1,http://archive.org/details/Vidasm1000MilesAway_593,2012
2.0,Hannibal's Jazz EP,Bestovitch,VKRSNL034,659,Hip Hop,Vkrsnl034BestovitchHannibalsJazzEp,VKRS,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.0,Instrumental,1,3,http://archive.org/details/Vkrsnl034BestovitchHannibalsJazzEp,2011
1.33,A Moment for Myself,Candlegravity,VKRSNL037,1799,Electronic,Vkrsnl037CandlegravityAMomentForMyself,VKRS,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.33,Easy Listening,1,6,http://archive.org/details/Vkrsnl037CandlegravityAMomentForMyself,2012
1.25,Talk to Me EP,Miranda Shvangiradze,VKRSNL038,990,Electronic,Vkrsnl038MirandaShvangiradzeTalkToMeEp,VKRS,http://creativecommons.org/licenses/by-nc-nd/3.0/,3.75,Easy Listening,1,4,http://archive.org/details/Vkrsnl038MirandaShvangiradzeTalkToMeEp,2012
1.44,Purespace 07  'Escaigne',Various Artists,VKRSNL040,5863,Electronic,Vkrsnl040PurespaceVol.07Escaigne,VKRS,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.33,"Compilation, IDM",1,18,http://archive.org/details/Vkrsnl040PurespaceVol.07Escaigne,2012
0.25,"Water, Wind And Sails",Various Artists,WM001,3135,Electronic,WM001,WM Recordings,http://creativecommons.org/licenses/by-nc-sa/2.5/,0.19,"Noise, Abstract, Experimental",1,16,http://archive.org/details/WM001,2004
2.0,Rain,Chenard Walcker,WM002,793,Funk / Soul,WM002,WM Recordings,http://creativecommons.org/licenses/by-nc-nd/2.0/,2.0,Experimental,1,5,http://www.archive.org/details/WM002,2004
2.4,Alone,Happy Elf,WM017,1125,Pop,WM017,WM Recordings,http://creativecommons.org/licenses/by-nc-sa/2.5/,2.8,"Synth-pop, Electro",1,5,http://www.archive.org/details/WM017,2005
0.5,Wasted?,CobSOn,WM019,1376,Rock,WM019,WM Recordings,http://creativecommons.org/licenses/by-nc-sa/2.5/,0.83,"Folk Rock, Indie",1,6,http://archive.org/details/WM019,2005
1.23,Summer 2005,Gorowksi,WM023,4004,Electronic,WM023,WM Recordings,http://creativecommons.org/licenses/by-nc-sa/2.5/,1.15,"Electro, Disco, Cut-up/DJ",1,13,http://archive.org/details/WM023,2005
0.18,"I've Got Braces, Too!",Daghoti.,WM029,1798,Electronic,WM029,WM Recordings,http://creativecommons.org/licenses/by-nc-sa/2.5/,0.09,"Glitch, Breaks, Downtempo, Avantgarde, Experimental",1,11,http://archive.org/details/WM029,2005
0.86,You Can't Buy Everything Forever,Sid Peacock,WM030,2365,Electronic,WM030,WM Recordings,http://creativecommons.org/licenses/by-nc-sa/2.5/,0.43,Experimental,1,7,http://archive.org/details/WM030,2005
2.0,En toch wakker,D'r Sjaak,WM036,2415,Pop,WM036,WM Recordings,http://creativecommons.org/licenses/by-nc-sa/2.5/,2.0,Synth-pop,1,15,http://www.archive.org/details/WM036,2005
0.79,We're not in if for the money,Various Artists,WM041,3152,Pop,WM041,WM Recordings,http://creativecommons.org/licenses/by-nc-nd/2.5/,0.86,"Compilation, Experimental",1,14,http://archive.org/details/WM041,2006
0.91,I Don't Believe You,Gorowski,WM042,3554,Electronic,WM042,WM Recordings,http://creativecommons.org/licenses/by-nc-nd/2.5/,1.0,IDM,1,11,http://archive.org/details/WM042,2006
2.0,Ten years backwards,Dagos,WM053,872,Pop,WM053,WM Recordings,http://creativecommons.org/licenses/by-nc-nd/2.5/,2.6,Pop Rock,1,5,http://www.archive.org/details/WM053,2006
0.71,Simulators Can,Gorowski,WM067,4434,Electronic,WM067,WM Recordings,http://creativecommons.org/licenses/by-nc-sa/3.0/,0.86,"IDM, Funk, Disco",1,14,http://archive.org/details/WM067,2007
2.0,A tribute to Chenard Walcker volume 1,Various Artists,WM070,819,Pop,WM070,WM Recordings,http://creativecommons.org/licenses/by-nc-sa/3.0/nl/,2.0,Experimental,1,5,http://www.archive.org/details/WM070,2007
1.95,Wakka Chikka Wakka Chikka! (Porn Music For The Masses Volume 2),Various Artists,WM076,4463,"Electronic, Funk / Soul, Hip Hop, Jazz, Rock",WM076,WM Recordings,http://creativecommons.org/licenses/by-nc-sa/3.0/,1.33,"Leftfield, EBM, Techno, Downtempo",1,21,http://archive.org/details/WM076,2008
1.71,Today is Sunday,Meanwhileproject.ltd,WM086,2901,Rock,WM086,WM Recordings,http://creativecommons.org/licenses/by-nc-sa/3.0/,2.71,"Alternative, Indie",1,14,http://archive.org/details/WM086,2008
2.07,WM x 100 / 100 x WM,Various Artists,WM100,2672,Electronic,WM100,WM Recordings,http://creativecommons.org/licenses/by-nc-sa/3.0/nl/,2.07,Compilation,1,15,http://www.archive.org/details/WM100,2009
2.28,Greatest It,Various Artists,WM105,4077,Electronic,WM105,WM Recordings,http://creativecommons.org/licenses/by-nc-sa/3.0/nl/,2.28,Compilation,1,18,http://www.archive.org/details/WM105,2010
0.08,Zeptosound,Zeptosound,WM111,3651,Classical,WM111,WM Recordings,http://creativecommons.org/licenses/by-nc-sa/3.0/,0.17,"Modern, Instrumental",1,12,http://archive.org/details/WM111,2010
1.0,Beach Street,Happy Elf,WM114,1434,Electronic,WM114,WM Recordings,http://creativecommons.org/licenses/by-nc-sa/3.0/,0.83,"Electro, Downtempo",1,6,http://archive.org/details/WM114,2010
1.6,The Joey Burns EP,Meanwhileproject.ltd,WM119,891,Rock,WM119,WM Recordings,,3.0,Indie,1,5,http://www.archive.org/details/WM119,2011
1.5,The Sober EP,Meanwhileproject.ltd,WM121,988,Rock,WM121a,WM Recordings,http://creativecommons.org/licenses/by-nc-sa/3.0/,2.25,"Alternative, Indie",1,4,http://www.archive.org/details/WM121a,2011
0.0,Winter On Ganymede,wahrk,KM-WAH003,1778,Electronic,Wahrk-WinterOnGanymede,Karakasa Music,http://creativecommons.org/licenses/by-nc-sa/3.0/,0.0,"Chiptune, Breakcore, Glitch, IDM, Dubstep, Ambient, Acid, Drum & Bass",1,8,http://archive.org/details/Wahrk-WinterOnGanymede,2012
0.0,Wandering in Urban Fog,lukeing forward,?,2603,Electronic,Wandering_in_Urban_Fog-13099,Rec72,http://creativecommons.org/licenses/by-nc-nd/3.0/,0.0,"Drum & Bass, Dubstep",1,9,https://archive.org/details/Wandering_in_Urban_Fog-13099,2008
0.33,Home Trepanning Kit,No Trebles,WaW011,2975,Electronic,Waw011-No_Trebles,WeirdAndWired,http://creativecommons.org/licenses/by-nc-nd/2.5/ca/,0.33,"Glitch, Experimental",1,15,http://archive.org/details/Waw011-No_Trebles,2008
0.82,Blind Sculptures,Helico Bacter,WaW019,2057,Electronic,Waw019-helicoBacter,WeirdAndWired,http://creativecommons.org/licenses/by-nc-nd/2.5/ca/,0.82,"Glitch, Experimental",1,11,http://archive.org/details/Waw019-helicoBacter,2008
1.87,Nosotros Y Ellos,We&Dem,?,3675,World,WeDem,Autoeditados Distro,http://creativecommons.org/licenses/by-nc-nd/3.0/,3.2,Reggae,1,15,http://archive.org/details/WeDem,2007
2.0,Who Said Party?,Cof Cof,?,1517,Pop,WhoSaidParty_495,Community Audio,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.75,"Indie, Chiptune",1,8,http://archive.org/details/WhoSaidParty_495,2008
2.0,Pulse Traveller,Wiklund,?,1576,Electronic,Wiklund_-_Pulse_Traveller-EP-2008-polka,Polka Network,http://creativecommons.org/licenses/by-nc-sa/2.5/se/,2.43,Electro,1,7,http://www.archive.org/details/Wiklund_-_Pulse_Traveller-EP-2008-polka,2008
1.2,Winter Sunshine EP,Evgeny Grinko,?,809,Classical,Winter_Sunshine_EP-8201,Free Music Archive,http://creativecommons.org/licenses/by-nc-nd/2.0/de/,2.8,"Modern, Minimal",1,5,http://archive.org/details/Winter_Sunshine_EP-8201,2011
2.0,We Fished All Night And Caught The Day,The Hand in the Ocean,?,211,World,WithoutStoneTeethByTheHandInTheOcean,Community Audio,,3.0,Folk,1,1,http://archive.org/details/WithoutStoneTeethByTheHandInTheOcean,2012
0.22,Unsaid 3rd,Unsaid,WkBw0031,2346,Electronic,WkBw0031,Weisskalt/Blauwarm,http://creativecommons.org/licenses/by-nc-nd/3.0/de/,0.11,Experimental,1,9,http://archive.org/details/WkBw0031,2010
1.5,"Hear it, feel it, ignore it",MonoChromatic,WkBw0034,1056,Electronic,WkBw0034,Weisskalt/Blauwarm,http://creativecommons.org/licenses/by-nc-sa/3.0/de/,2.75,"IDM, Experimental",1,4,http://www.archive.org/details/WkBw0034,2010
1.95,A Stranger's Place,Birdy Earns,WkBw0038,2587,Electronic,WkBw0038,Weisskalt/Blauwarm,http://creativecommons.org/licenses/by-nc-nd/3.0/de/,2.37,IDM,1,19,http://www.archive.org/details/WkBw0038,2011
1.0,Detour EP,Workbench,kahvi171,2533,Electronic,Workbench_detour_ep,Kahvi,http://creativecommons.org/licenses/by-nd/3.0/,3.0,Ambient,1,4,http://www.archive.org/details/Workbench_detour_ep,2006
0.5,"Wann, Wenn Nicht Hier",Das Blaue Monster,wuerfel 09,3558,Electronic,Wuerfel09-DasBlaueMonster-WannWennNichtHier,Der Kleine Grüne Würfel,http://creativecommons.org/licenses/by-nc-nd/3.0/de/,0.5,Minimal,1,8,http://archive.org/details/Wuerfel09-DasBlaueMonster-WannWennNichtHier,2009
1.38,I had to let God be in control of ALL things,Marco Trovatello,wuerfel 13,2383,Rock,Wuerfel13-MarcoTrovatello-I_had_to_let_God,Der Kleine Grüne Würfel,http://creativecommons.org/licenses/by-nc-sa/3.0/de/,2.0,Alternative,1,8,http://archive.org/details/Wuerfel13-MarcoTrovatello-I_had_to_let_God,2012
2.33,The X-Dump: The Droidbird Complement,Various Artists,XD-NETC-002,1351,Electronic,XD-NETC-002,x-duMP3,http://creativecommons.org/licenses/by-nc-nd/2.5/,2.0,"Chiptune, Electro, Compilation",1,6,http://archive.org/details/XD-NETC-002,2006
2.14,The X-Dump: Ninjadisko,Various Artists,XD-NETC-003,1823,Electronic,XD-NETC-003X,x-duMP3,http://creativecommons.org/licenses/by-nc-nd/2.5/se/,2.43,"Breakbeat, Electro, Synth-pop, Ambient",1,7,http://archive.org/details/XD-NETC-003X,2007
0.0,Petits Fragments Nocturns,Xavi Corbera,Bestiar/Ref.041,809,Pop,XaviCorbera-PetitsFragmentsNocturns,Bestiar,http://creativecommons.org/licenses/by/3.0/,0.0,"Downtempo, Acoustic, Instrumental",1,4,http://archive.org/details/XaviCorbera-PetitsFragmentsNocturns,2012
0.4,Death To False Bitpop,Yeah Pretty Boy,Bim15,1104,Electronic,YeahPrettyBoy_DeathToFalseBitpop_Beatismurder_Bim15,Beat Is Murder,,0.3,"Glitch, IDM",1,10,http://archive.org/details/YeahPrettyBoy_DeathToFalseBitpop_Beatismurder_Bim15,2008
2.5,Electric / Make It Work,Year of the Tiger,VULP-0014,414,Electronic,YearOfTheTiger-Electric2010,Vulpiano,http://creativecommons.org/licenses/by-nc-nd/3.0/,2.5,Electro,1,2,http://archive.org/details/YearOfTheTiger-Electric2010,2010
0.0,Crowd Of Zero,'82nd Ave,YkYk011,2315,Electronic,YkYk011,Yuki Yaki,http://creativecommons.org/licenses/by-nc-nd/3.0/,0.0,"Breaks, Electro, Abstract",1,13,http://archive.org/details/YkYk011,2007
0.2,We Go Very Well Together,Dan Carew,YkYk013,3291,Electronic,YkYk013,Yuki Yaki,http://creativecommons.org/licenses/by-nc-nd/2.0/de/,0.2,"Techno, House, IDM, Minimal",1,10,http://archive.org/details/YkYk013,2008
1.27,You Remind Me Of No One,Derek Clegg,?,1997,Rock,You_Remind_Me_Of_No_One-12331,Free Music Archive,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,1.91,Folk,1,11,http://archive.org/details/You_Remind_Me_Of_No_One-12331,2012
2.0,Divide and Conquer,Yuniper,?,1387,Electronic,Yuniper-DivideAndConquer,Konfort,http://creativecommons.org/licenses/by-nc-sa/2.5/mx/,2.4,"IDM, Electro",1,5,http://www.archive.org/details/Yuniper-DivideAndConquer,2011
0.33,Richtigstellung EP,Msei,Zimmer025,1835,Electronic,ZIMMER025,Zimmer-Records,http://creativecommons.org/licenses/by-nc-sa/2.5/,0.33,"Techno, Tech House",1,6,http://archive.org/details/ZIMMER025,2006
1.08,Jupiter Tales,Psychosonic,Zimmer026,4407,Electronic,ZIMMER026,Zimmer-Records,http://creativecommons.org/licenses/by-nc-sa/2.5/,2.58,Ambient,1,12,http://www.archive.org/details/ZIMMER026,2002
0.42,#3 - The Principle Of Vibration,Various Artists,Zimmer045,4971,Electronic,ZIMMER045,Zimmer-Records,http://creativecommons.org/licenses/by-nc-nd/3.0/de/,0.33,"Trance, Techno, Deep House, Compilation",1,12,http://archive.org/details/ZIMMER045,2009
0.11,A Beard Like A Bird,Zmitser Von Holzman,Zimmer049,3897,Electronic,ZIMMER049,Zimmer-Records,http://creativecommons.org/licenses/by-nc-nd/3.0/de/,0.28,Experimental,1,18,http://archive.org/details/ZIMMER049,2009
2.31,Anphybia / Eden (Remixes),Drugstore,Zimmer059,5137,Electronic,ZIMMER059,Zimmer-Records,http://creativecommons.org/licenses/by-nc-nd/3.0/de/,2.23,Techno,1,13,http://archive.org/details/ZIMMER059,2010
2.36,Nikola Tesla - 155,Various Artists,Zimmer075,14290,Electronic,ZIMMER075,Zimmer-Records,http://creativecommons.org/licenses/by-nc-nd/3.0/de/,2.06,"Experimental, Compilation",3,36,http://www.archive.org/details/ZIMMER075,2011
1.75,#7 - The Principle Of Gender,Various Artists,Zimmer079,4629,Electronic,ZIMMER079,Zimmer-Records,http://creativecommons.org/licenses/by-nc-nd/3.0/de/,2.33,Electro,1,12,http://archive.org/details/ZIMMER079,2011
2.0,In The Dark,Agros,Zimmer096,1888,Electronic,ZIMMER096,Zimmer-Records,,1.75,Minimal,1,4,http://archive.org/details/ZIMMER096,2013
0.71,Try Two,Pasquale Maassen,Zimmer099,2643,Electronic,ZIMMER099,Zimmer-Records,http://creativecommons.org/licenses/by-nc-nd/3.0/de/,0.57,"Techno, Breaks",1,7,http://archive.org/details/ZIMMER099,2013
1.74,One Hundred,Various Artists,Zimmer100,8865,Electronic,ZIMMER100,Zimmer-Records,http://creativecommons.org/licenses/by-nc-nd/3.0/de/,1.57,"Acid, Ambient, Dub, Downtempo, House, Techno, Minimal, Breaks",1,23,http://archive.org/details/ZIMMER100,2013
3.0,Those Who Know The Truth,Zardonic,ZRD019EP,3170,Electronic,ZRD019EP,Zardonic,,2.75,Drum & Bass,1,8,http://www.archive.org/details/ZRD019EP,2008
2.0,That sign was made for you and me,Motenai & My name is Nobody,ZST007,1069,Electronic,ZST007,Zeste,http://creativecommons.org/licenses/by-nc-sa/2.5/,1.25,"Glitch, IDM",1,4,http://archive.org/details/ZST007,2005
1.0,Zoo,Workbench,kahvi203,4931,Electronic,Zoo_Workbench,Kahvi,http://creativecommons.org/licenses/by-nd/3.0/,3.33,Ambient,1,9,http://www.archive.org/details/Zoo_Workbench,2006
0.4,King of Verlieren,Florian Filsinger,acediamusic038,2987,Electronic,acediamusic038,Acedia Music,http://creativecommons.org/licenses/by/2.5/,0.3,Techno,1,10,http://archive.org/details/acediamusic038,2005
0.2,The Walk Home On Ashland,Margaret Noble,acp012,1209,Electronic,acp012_margaret_noble_-_the_walk_home_on_ashland,Acroplane Recordings,http://creativecommons.org/licenses/by-nc-nd/3.0/,0.2,"Noise, Ambient",1,5,http://archive.org/details/acp012_margaret_noble_-_the_walk_home_on_ashland,2007
0.2,Dubs E.P.,BEW,acp020,1520,Electronic,acp020_bew_-_dubs_ep,Acroplane Recordings,http://creativecommons.org/licenses/by-nc-nd/3.0/,0.4,Dub,1,5,http://archive.org/details/acp020_bew_-_dubs_ep,2008
0.2,Tardypoints,RL/VL,acp024,1401,Rock,acp024_rlvl_-_tardypoints,Acroplane Recordings,http://creativecommons.org/licenses/by-nc-nd/3.0/,0.4,Indie,1,5,http://archive.org/details/acp024_rlvl_-_tardypoints,2008
0.33,Reflect,Vertical67,acp027,4716,Electronic,acp027_vertical67_-_reflect,Acroplane Recordings,http://creativecommons.org/licenses/by-nc-nd/3.0/,0.17,"Abstract, IDM, Dubstep, Jungle, Ambient, Breakbeat, Experimental",1,18,http://archive.org/details/acp027_vertical67_-_reflect,2008
0.0,Slow Grey Nightmare,Sitezen,acp034,1885,Electronic,acp034_sitezen_-_slow_grey_nightmare,Acroplane Recordings,http://creativecommons.org/licenses/by-nc-nd/3.0/,0.0,"UK Garage, Dubstep, Ambient",1,6,http://archive.org/details/acp034_sitezen_-_slow_grey_nightmare,2008
0.29,Tweeter's Mid-life Crisis,Automatic Tasty,acp036,1428,Electronic,acp036_automatic_tasty_-_tweeters_mid-life_crisis,Acroplane Recordings,http://creativecommons.org/licenses/by-nc-nd/3.0/,0.29,IDM,1,7,http://archive.org/details/acp036_automatic_tasty_-_tweeters_mid-life_crisis,2008
0.83,'84 '85,Koen Park,acp040,1076,Electronic,acp040_koen_park_-_8485,Acroplane Recordings,http://creativecommons.org/licenses/by-nc-nd/3.0/,0.5,"IDM, Ambient",1,6,http://archive.org/details/acp040_koen_park_-_8485,2009
0.17,Acroplane V/A 02,Various Artists,acp041,6438,Electronic,acp041_acroplane_va_02,Acroplane Recordings,http://creativecommons.org/licenses/by-nc-nd/3.0/,0.17,"Dubstep, Compilation",1,23,http://archive.org/details/acp041_acroplane_va_02,2009
0.31,Colour Codes LP,Red Box Recorder,acp056,3394,Electronic,acp056_red_box_recorder_-_colour_codes,Acroplane Recordings,http://creativecommons.org/licenses/by-nc-nd/3.0/,0.46,"Breaks, IDM, Electro, Experimental, Ambient",1,13,http://archive.org/details/acp056_red_box_recorder_-_colour_codes,2009
0.13,The Space Between,Vertical67,acp060,3952,Electronic,acp060_vertical67_-_the_space_between,Acroplane Recordings,http://creativecommons.org/licenses/by-nc-nd/3.0/,0.13,"Breakbeat, IDM, Downtempo, Acid, Electro",1,15,http://archive.org/details/acp060_vertical67_-_the_space_between,2009
0.2,ph-3.5.6,wAgAwAgA,acp070,2859,Electronic,acp070_wAgAwAgA_-_ph-3.5.6,Acroplane Recordings,http://creativecommons.org/licenses/by-nc-nd/3.0/,0.2,"Experimental, Chiptune",1,10,http://archive.org/details/acp070_wAgAwAgA_-_ph-3.5.6,2010
1.0,Clinicaut,Various Artists,addsensor013,1585,Electronic,addsensor013_Clinicaut,Addsensor,http://creativecommons.org/licenses/by-nc-sa/2.5/es/,1.2,"Experimental, Ambient",1,5,http://archive.org/details/addsensor013_Clinicaut,2008
0.0,addsensor_019_SueÃ±o_secuencia,fromm:,addsensor019,1340,Electronic,addsensor019_Sueno_Secuencia,Addsensor,http://creativecommons.org/licenses/by-nc-sa/3.0/es/,0.0,Ambient,1,4,http://archive.org/details/addsensor019_Sueno_Secuencia,2011
0.17,valedictions ep,turnus,aer001,2172,Electronic,aer001,Aerotone,http://creativecommons.org/licenses/by-nc-sa/2.5/,1.0,Downtempo,1,6,https://archive.org/details/aer001,2005
0.07,soundtrack for your wedding,Various Artists,aer002,3629,Electronic,aer002,Aerotone,http://creativecommons.org/licenses/by-nc-sa/2.5/,0.14,"Minimal, Compilation",1,14,https://archive.org/details/aer002,2006
1.0,Tonight It Shows,Cantaloup,aer004,2370,Electronic,aer004,Aerotone,http://creativecommons.org/licenses/by-nc-sa/2.5/,3.0,Ambient,1,8,http://archive.org/details/aer004,2006
1.1,Electronica Unplugged 1,Various Artists,aer005,2871,Electronic,aer005,Aerotone,http://creativecommons.org/licenses/by-nc-sa/2.5/,2.4,"Folk Rock, Modern Classical, Downtempo, Ambient",1,10,http://archive.org/details/aer005,2006
1.0,Electronica unplugged 2,Various Artists,aer006,2249,Pop,aer006,Aerotone,http://creativecommons.org/licenses/by-nc-sa/3.0/,2.2,Compilation,1,10,http://archive.org/details/aer006,2007
1.75,Adjusted for low noise tape EP,Bluebridge Quartet,aer007,1158,Jazz,aer007,Aerotone,http://creativecommons.org/licenses/by-sa/3.0/,4.0,Fusion,1,4,http://archive.org/details/aer007,2007
0.71,Sign The Drafts EP,This Mess Is Mine,aer008,1459,World,aer008,Aerotone,,1.57,"Folk, Acoustic",1,7,https://archive.org/details/aer008,2007
1.75,Frerk,My First Trumpet,aer009,2184,Classical,aer009,Aerotone,http://creativecommons.org/licenses/by-nc-sa/3.0/,2.25,"Modern, Instrumental, Experimental",1,12,http://archive.org/details/aer009,2007
1.73,Kersche Remixed,Norton,aer012,3399,Electronic,aer012,Aerotone,http://creativecommons.org/licenses/by-nc-sa/2.0/de/,2.13,"IDM, Electro, Disco",1,15,http://archive.org/details/aer012,2008
1.5,The Weekend EP,this mess is mine,aer003,1394,Electronic,aerotone003,Aerotone,,1.83,Minimal,1,6,http://archive.org/details/aerotone003,2006
1.9,Saturnine Songs,The Search,afm011,1968,Electronic,afm011_thesearch_saturninesongs,afmusic,http://creativecommons.org/licenses/by-nc-nd/2.5/se/,2.9,New Wave,1,10,http://www.archive.org/details/afm011_thesearch_saturninesongs,2008
2.44,Under Control,The Transisters,afm022,1513,Electronic,afm022_thetransisters_undercontrol,afmusic,http://creativecommons.org/licenses/by-nc-sa/2.0/de/,2.56,"New Wave, Dark",1,9,http://www.archive.org/details/afm022_thetransisters_undercontrol,2008
2.0,For Tomorrow (2010 Edition),Emerald Park,afm075,3438,Rock,afm075_emeraldpark_fortomorrow2010edition,afmusic,http://creativecommons.org/licenses/by-nc-nd/3.0/de/,3.14,Indie,1,14,http://www.archive.org/details/afm075_emeraldpark_fortomorrow2010edition,2010
2.0,Per Aspera Ad Astra,Aeon Sable,afm078,2401,Rock,afm078_aeonsable_perasperaadastra,afmusic,http://creativecommons.org/licenses/by-nc-nd/3.0/de/,2.86,Dark,1,7,http://www.archive.org/details/afm078_aeonsable_perasperaadastra,2010
